xi,H_median,H_lower_95,H_upper_95,n_successful_bootstrap,seed
0.5269532937195587,0.7077811674256069,0.6805469884897547,0.736877098434621,2000,20260803
0.5301861360123167,0.7052917427635004,0.6781526198223844,0.7343187673024489,2000,20260803
0.5334189783050748,0.7028011132426628,0.6757595411417203,0.731756065311836,2000,20260803
0.5366518205978328,0.7003093741834825,0.6733678203184047,0.7291891122723922,2000,20260803
0.5398846628905908,0.6978166202305247,0.6709775245070232,0.7266180275974454,2000,20260803
0.5431175051833489,0.6953229453540988,0.668588720151923,0.7240429302986161,2000,20260803
0.5463503474761069,0.6928284428518088,0.666201472992948,0.7214639389804332,2000,20260803
0.5495831897688649,0.6903332053500892,0.663815848071094,0.7188811718349907,2000,20260803
0.5528160320616229,0.687837324805727,0.6614319097340878,0.7162947466366475,2000,20260803
0.556048874354381,0.6853408925073712,0.6590497216418898,0.7137047807367701,2000,20260803
0.559281716647139,0.6828439990770323,0.6566693467721244,0.7111113910585201,2000,20260803
0.562514558939897,0.6803467344715701,0.654290847425439,0.7085146940916845,2000,20260803
0.5657474012326551,0.6778491879841743,0.651914285230793,0.7059148058875551,2000,20260803
0.5689802435254131,0.6753514482458356,0.649539721150681,0.7033118420538504,2000,20260803
0.5722130858181711,0.6728536032268114,0.6471672154862893,0.7007059177496887,2000,20260803
0.5754459281109291,0.6703557402380845,0.6447968278825889,0.6980971476806046,2000,20260803
0.5786787704036872,0.6678579459328173,0.6424286173333663,0.6954856460936178,2000,20260803
0.5819116126964452,0.6653603063078022,0.6400626421861945,0.6928715267723496,2000,20260803
0.5851444549892032,0.6628629067049079,0.6376989601473438,0.6902549030321881,2000,20260803
0.5883772972819612,0.6603658318125241,0.635337628286637,0.6876358877155052,2000,20260803
0.5916101395747193,0.6578691656670037,0.6329787030422465,0.6850145931869247,2000,20260803
0.5948429818674773,0.6553729916541057,0.6306222402254391,0.6823911313286413,2000,20260803
0.5980758241602353,0.6528773925104358,0.6282682950252664,0.6797656135357905,2000,20260803
0.6013086664529934,0.650382450324889,0.625916922013203,0.6771381507118743,2000,20260803
0.6045415087457514,0.6478882465400934,0.6235681751477363,0.6745088532642372,2000,20260803
0.6077743510385094,0.6453948619538543,0.6212221077789046,0.6718778310995963,2000,20260803
0.6110071933312674,0.6429023767206028,0.6188787726527887,0.6692451936196274,2000,20260803
0.6142400356240255,0.6404108703528455,0.6165382219159558,0.6666110497166027,2000,20260803
0.6174728779167835,0.6379204217226198,0.6142005071198585,0.6639755077690862,2000,20260803
0.6207057202095415,0.6354311090629507,0.611865679225189,0.6613386756376827,2000,20260803
0.6239385625022996,0.6329430099693146,0.6095337886061882,0.6587006606608432,2000,20260803
0.6271714047950576,0.6304562014011066,0.6072048850549147,0.6560615696507276,2000,20260803
0.6304042470878156,0.6279707596831141,0.6048790177854703,0.6534215088891215,2000,20260803
